NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.0287925450176, Test: 0.851433966194
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00289092421687, Test: 0.408793933049
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00319710209175, Test: 0.363083467846
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.0029871228017, Test: 0.333732826499
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00801110423559, Test: 0.372954791118
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00443783405164, Test: 0.370618187869
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00357963531138, Test: 0.317070180215
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00547562505957, Test: 0.366493462796
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00495346994782, Test: 0.24547844785
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00658133900897, Test: 0.28936136044
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00511147330134, Test: 0.196658676709
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00572107627473, Test: 0.293767217229
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00454838869715, Test: 0.313312993099
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00947106397159, Test: 0.0984493332736
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.0128078087909, Test: 0.169318189594
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00959593675671, Test: 0.109832325855
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.0120026438398, Test: 0.158152137976
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00481231909965, Test: 0.0555496756304
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00822429829249, Test: 0.0429689022242
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.000827456871103, Test: 0.00269103681282
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.0271728461757, Test: 0.187296952103
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.00154328629566, Test: 0.00496413500473
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.001, Seed 20,Train: 0.025428045745, Test: 0.159501143366
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0209894102676, Test: 0.51970812228
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0209745786137, Test: 0.54786411106
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.01954522944, Test: 0.541018958217
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0234575841914, Test: 0.512664380813
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0133532588292, Test: 0.518189251704
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0261523923489, Test: 0.319803267256
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.020083963324, Test: 0.317862661574
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0279377067732, Test: 0.323139793274
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0272062581638, Test: 0.323603670155
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.030793668857, Test: 0.340306536942
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0168645349144, Test: 0.279921296434
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0203036688935, Test: 0.277757984745
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0176435307697, Test: 0.260236833566
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0181283511543, Test: 0.273667661215
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0141669013677, Test: 0.275233419825
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0121604525641, Test: 0.241396227127
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0106156081118, Test: 0.253766892252
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0110054709694, Test: 0.225193700167
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0102320140887, Test: 0.256926733474
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0102878932181, Test: 0.215533055038
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0131011237765, Test: 0.20558983118
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0129865970645, Test: 0.210077689475
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0127862974044, Test: 0.201493275077
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0146502478938, Test: 0.223067478423
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0132358763034, Test: 0.210183369222
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0182475535312, Test: 0.0858906173134
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0237626651487, Test: 0.117409178662
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0238505669208, Test: 0.129506514507
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0245085130874, Test: 0.118898271883
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0246490087792, Test: 0.130265557526
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0178829311258, Test: 0.0449970749552
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0179778435459, Test: 0.0435374503839
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0227389523777, Test: 0.0559098885012
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0181849986227, Test: 0.0442491905611
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0178321048532, Test: 0.0444088950324
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0171308548563, Test: 0.0309988612977
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0171994850565, Test: 0.029134313043
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0170777883675, Test: 0.0302603094953
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0172926811713, Test: 0.0315733688209
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.01, Seed 20,Train: 0.0167875237731, Test: 0.0294712400266
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.0748834702128, Test: 0.504006426163
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.0759761318565, Test: 0.50687433697
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.0739824465848, Test: 0.501395334779
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.0755949357002, Test: 0.507331890843
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.0737316753232, Test: 0.50655276357
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.161450149812, Test: 0.327126981484
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.160389894003, Test: 0.327831968888
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.157808504459, Test: 0.331911157174
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.15658660333, Test: 0.330960411818
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.160298542111, Test: 0.327083136628
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.179986909187, Test: 0.308260365657
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.180906539727, Test: 0.310291853248
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.177343778544, Test: 0.308481989869
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.178911499209, Test: 0.308265865916
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.177609393284, Test: 0.305750825197
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.210864426413, Test: 0.295240656845
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.211714748454, Test: 0.294510542988
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.212704281211, Test: 0.293193201351
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.211618057201, Test: 0.294093385168
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.211684681223, Test: 0.293144783078
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.219413625679, Test: 0.265559080143
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.219974184132, Test: 0.264825882722
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.219482259361, Test: 0.26592457131
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.219104454463, Test: 0.266082392489
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.220006563485, Test: 0.265437562366
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228828294252, Test: 0.24100428164
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228807019674, Test: 0.241196663645
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.229373456171, Test: 0.241500735827
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228812964179, Test: 0.241392225339
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228944188683, Test: 0.241189666236
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228746906124, Test: 0.233933167861
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228735801112, Test: 0.233919694379
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228838002491, Test: 0.234158642925
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228716242831, Test: 0.233990919097
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228751612662, Test: 0.234020354141
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.227986683028, Test: 0.223841258667
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228015162519, Test: 0.223873916319
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.22816614583, Test: 0.223941501869
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.228287182242, Test: 0.223985071854
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 0.1, Seed 20,Train: 0.22795645288, Test: 0.223855162083
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.659770321198, Test: 0.731945664524
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.659770321352, Test: 0.73194561713
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.659770320398, Test: 0.731945903137
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.659770321346, Test: 0.731945619021
NumTP: 100, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.659770321782, Test: 0.731945482045
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.714453475272, Test: 0.735629391026
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.714453557486, Test: 0.735628913009
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.714453482298, Test: 0.735629350172
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.714453470195, Test: 0.73562942055
NumTP: 200, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.714453445062, Test: 0.735629566724
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.660655536753, Test: 0.73174378416
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.660655428529, Test: 0.731744491384
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.66065573818, Test: 0.731742470325
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.66065538192, Test: 0.731744796244
NumTP: 300, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.660656061609, Test: 0.731740367314
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.685591670219, Test: 0.735371463919
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.685591662348, Test: 0.735371747618
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.68559164336, Test: 0.735372433084
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.685591584764, Test: 0.735374558117
NumTP: 400, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.685591651936, Test: 0.735372123308
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.711538153785, Test: 0.734001849454
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.711538167751, Test: 0.734001067867
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.711538162726, Test: 0.73400134866
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.711538167296, Test: 0.734001093269
NumTP: 500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.711538153308, Test: 0.734001876215
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.746627242857, Test: 0.729678828779
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.746626939315, Test: 0.729678846065
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.746626821055, Test: 0.729678852824
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.746627175017, Test: 0.729678832634
NumTP: 1000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.746627697338, Test: 0.729678803065
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.755713041957, Test: 0.73119313984
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.755713040313, Test: 0.731193109248
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.755713039032, Test: 0.731193085421
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.755713045181, Test: 0.731193199801
NumTP: 1500, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.755713041031, Test: 0.731193122605
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.76781055662, Test: 0.731345570499
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.76781055737, Test: 0.731345577261
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.767810557092, Test: 0.731345574748
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.767810557549, Test: 0.731345578868
NumTP: 2000, Hwidth: 10, BatchSize: 5, L2reg: 1, Seed 20,Train: 0.767810555041, Test: 0.731345556268
